city_key,city_name,province,raw_city_variants,province_variants,city_level,workbook_count,coverage_status,workbooks_missing,has_zero_width_chars,admin_status,needs_manual_review,review_reason,notes
cn_city_608bee22,宜昌,湖北,宜昌;宜昌市,中国;湖北,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_1f8e09c1,武汉,湖北,武汉;武汉市,中国;湖北,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_e2262a37,荆州,湖北,荆州;荆州市,中国;湖北,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_fb5e507d,荆门,湖北,荆门;荆门市,中国;湖北,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_2e6e6f15,襄阳,湖北,襄阳;襄阳市,中国;湖北,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_793d8eaa,鄂州,湖北,鄂州;鄂州市,中国;湖北,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_9557ba20,随州,湖北,随州;随州市,中国;湖北,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_87e3c113,黄冈,湖北,黄冈;黄冈市,中国;湖北,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_bd561eba,黄石,湖北,黄石;黄石市,中国;湖北,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_4ad059df,娄底,湖南,娄底;娄底市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_151c7f53,岳阳,湖南,岳阳;岳阳市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_b0ce10bf,常德,湖南,常德;常德市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_ad6bb228,张家界,湖南,张家界;张家界市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_fe13f390,怀化,湖南,怀化;怀化市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_e335d8f9,株洲,湖南,株洲;株洲市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_31420624,永州,湖南,永州;永州市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_5b53318a,湘潭,湖南,湘潭;湘潭市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_92ea0438,益阳,湖南,益阳;益阳市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_e8a4c9e4,衡阳,湖南,衡阳;衡阳市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_d9c6f967,邵阳,湖南,邵阳;邵阳市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_1683f4a6,郴州,湖南,郴州;郴州市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_89b6c6bc,长沙,湖南,长沙;长沙市,中国;湖南,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_ed04edf6,兰州,甘肃,兰州;兰州市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_c072a108,嘉峪关,甘肃,嘉峪关;嘉峪关市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_7cde2121,天水,甘肃,天水;天水市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_8a806ede,定西,甘肃,定西;定西市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_5ca57a14,平凉,甘肃,平凉;平凉市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_8fee108b,庆阳,甘肃,庆阳;庆阳市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_555d2b05,张掖,甘肃,张掖;张掖市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_25fcb9eb,武威,甘肃,武威;武威市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_1cffe2b7,白银,甘肃,白银;白银市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_5777f499,酒泉,甘肃,酒泉;酒泉市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_f63093aa,金昌,甘肃,金昌;金昌市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_ca1f028c,陇南,甘肃,陇南;陇南市,中国;甘肃,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_846450df,三明,福建,三明;三明市,中国;福建,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_0b78b4d5,南平,福建,南平;南平市,中国;福建,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_7b1c4ec6,厦门,福建,厦门;厦门市,中国;福建,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_7a8240b9,宁德,福建,宁德;宁德市,中国;福建,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_e520d9e3,泉州,福建,泉州;泉州市,中国;福建,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_eb5d58f3,漳州,福建,漳州;漳州市,中国;福建,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_313cefca,福州,福建,福州;福州市,中国;福建,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_42f088c6,莆田,福建,莆田;莆田市,中国;福建,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_7b55c863,龙岩,福建,龙岩;龙岩市,中国;福建,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_56b1ade1,山南,西藏,山南,中国;西藏,地级市,7,complete,,no,normal,no,,
cn_city_7853790d,拉萨,西藏,拉萨;拉萨市,中国;西藏,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_aa1efeb1,日喀则,西藏,日喀则,中国;西藏,地级市,7,complete,,no,normal,no,,
cn_city_0142ebdd,昌都,西藏,昌都,中国;西藏,地级市,7,complete,,no,normal,no,,
cn_city_40454168,林芝,西藏,林芝,中国;西藏,地级市,7,complete,,no,normal,no,,
cn_city_eb3aa9f1,那曲,西藏,那曲,中国;西藏,地级市,5,partial,住宅销售额;商品房销售额,no,coverage_gap,yes,工作簿覆盖不完整；缺商品房销售额和住宅销售额，需核对统计口径和数据可得性。,不是所有工作簿都覆盖
cn_city_5659bb1e,六盘水,贵州,六盘水;六盘水市,中国;贵州,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_e23a3aa5,安顺,贵州,安顺;安顺市,中国;贵州,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_3914b67f,毕节,贵州,毕节;毕节市,中国;贵州,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_a8948dad,贵阳,贵州,贵阳;贵阳市,中国;贵州,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_a004e98a,遵义,贵州,遵义;遵义市,中国;贵州,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_4a52c84b,铜仁,贵州,铜仁;铜仁市,中国;贵州,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_e69e3ddc,丹东,辽宁,丹东;丹东市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_bad9c3cf,大连,辽宁,大连;大连市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_149a4e96,抚顺,辽宁,抚顺;抚顺市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_44c66238,朝阳,辽宁,朝阳;朝阳市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_81e750aa,本溪,辽宁,本溪;本溪市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_b7bd46e5,沈阳,辽宁,沈阳;沈阳市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_4e4fa7a5,盘锦,辽宁,盘锦;盘锦市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_f906584f,营口,辽宁,营口;营口市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_0199fdcf,葫芦岛,辽宁,葫芦岛;葫芦岛市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_7e7910f4,辽阳,辽宁,辽阳;辽阳市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_abc99baa,铁岭,辽宁,铁岭;铁岭市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_1b56027a,锦州,辽宁,锦州;锦州市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_a79c55d6,阜新,辽宁,阜新;阜新市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_0b4b3c74,鞍山,辽宁,鞍山;鞍山市,中国;辽宁,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_e607e00d,重庆,重庆,重庆,中国;重庆,直辖市,7,complete,,no,normal,no,,
cn_city_18d49b8f,咸阳,陕西,咸阳;咸阳市,中国;陕西,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_e3371541,商洛,陕西,商洛;商洛市,中国;陕西,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_e3666c4d,安康,陕西,安康;安康市,中国;陕西,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_deb71573,宝鸡,陕西,宝鸡;宝鸡市,中国;陕西,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_1d492216,延安,陕西,延安;延安市,中国;陕西,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_e89f58eb,榆林,陕西,榆林;榆林市,中国;陕西,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_7faefad1,汉中,陕西,汉中;汉中市,中国;陕西,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_4c02c40d,渭南,陕西,渭南;渭南市,中国;陕西,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_27bdc60a,西安,陕西,西安;西安市,中国;陕西,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_d4480e81,铜川,陕西,铜川;铜川市,中国;陕西,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_ec42d8d8,海东,青海,海东,中国;青海,地级市,7,complete,,no,normal,no,,
cn_city_06c94b2c,西宁,青海,西宁;西宁市,中国;青海,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_dabdcded,七台河,黑龙江,七台河;七台河市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_360af1af,伊春,黑龙江,伊春;伊春市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_29301a91,佳木斯,黑龙江,佳木斯;佳木斯市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_94787503,双鸭山,黑龙江,双鸭山;双鸭山市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_b91eb124,哈尔滨,黑龙江,哈尔滨;哈尔滨市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_dad718e4,大庆,黑龙江,大庆;大庆市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_7b6c70e4,牡丹江,黑龙江,牡丹江;牡丹江市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_2e78b0cb,绥化,黑龙江,绥化;绥化市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_96bd5b90,鸡西,黑龙江,鸡西;鸡西市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_822aeb95,鹤岗,黑龙江,鹤岗;鹤岗市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_ee6f53e3,黑河,黑龙江,黑河;黑河市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
cn_city_3f51ff9e,齐齐哈尔,黑龙江,齐齐哈尔;齐齐哈尔市,中国;黑龙江,地级市,7,complete,,no,normal,no,,原始城市名存在多个写法
