normalized_city,raw_city_variants,province_variants,workbook_count,workbooks_present,workbooks_missing,has_zero_width_chars,notes
枣庄,枣庄;枣庄市,中国;山东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
柳州,柳州;柳州市,中国;广西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
株洲,株洲;株洲市,中国;湖南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
桂林,桂林;桂林市,中国;广西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
梅州,梅州;梅州市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
梧州,梧州;梧州市,中国;广西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
榆林,榆林;榆林市,中国;陕西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
武威,武威;武威市,中国;甘肃,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
武汉,武汉;武汉市,中国;湖北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
毕节,毕节;毕节市,中国;贵州,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
永州,永州;永州市,中国;湖南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
汉中,汉中;汉中市,中国;陕西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
汕头,汕头;汕头市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
汕尾,汕尾;汕尾市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
江门,江门;江门市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
池州,池州;池州市,中国;安徽,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
沈阳,沈阳;沈阳市,中国;辽宁,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
沧州,沧州;沧州市,中国;河北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
河池,河池;河池市,中国;广西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
河源,河源;河源市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
泉州,泉州;泉州市,中国;福建,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
泰安,泰安;泰安市,中国;山东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
泰州,泰州;泰州市,中国;江苏,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
泸州,泸州;泸州市,中国;四川,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
洛阳,洛阳;洛阳市,中国;河南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
济南,济南;济南市,中国;山东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
济宁,济宁;济宁市,中国;山东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
海东,海东,中国;青海,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,
海口,海口;海口市,中国;海南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
淄博,淄博;淄博市,中国;山东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
淮北,淮北;淮北市,中国;安徽,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
淮南,淮南;淮南市,中国;安徽,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
淮安,淮安;淮安市,中国;江苏,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
深圳,深圳;深圳市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
清远,清远;清远市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
温州,温州;温州市,中国;浙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
渭南,渭南;渭南市,中国;陕西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
湖州,湖州;湖州市,中国;浙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
湘潭,湘潭;湘潭市,中国;湖南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
湛江,湛江;湛江市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
滁州,滁州;滁州市,中国;安徽,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
滨州,滨州;滨州市,中国;山东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
漯河,漯河;漯河市,中国;河南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
漳州,漳州;漳州市,中国;福建,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
潍坊,潍坊;潍坊市,中国;山东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
潮州,潮州;潮州市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
濮阳,濮阳;濮阳市,中国;河南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
烟台,烟台;烟台市,中国;山东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
焦作,焦作;焦作市,中国;河南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
牡丹江,牡丹江;牡丹江市,中国;黑龙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
玉林,玉林;玉林市,中国;广西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
玉溪,玉溪;玉溪市,中国;云南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
珠海,珠海;珠海市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
白城,白城;白城市,中国;吉林,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
白山,白山;白山市,中国;吉林,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
白银,白银;白银市,中国;甘肃,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
百色,百色;百色市,中国;广西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
益阳,益阳;益阳市,中国;湖南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
盐城,盐城;盐城市,中国;江苏,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
盘锦,盘锦;盘锦市,中国;辽宁,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
眉山,眉山;眉山市,中国;四川,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
石嘴山,石嘴山;石嘴山市,中国;宁夏,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
石家庄,石家庄;石家庄市,中国;河北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
福州,福州;福州市,中国;福建,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
秦皇岛,秦皇岛;秦皇岛市,中国;河北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
绍兴,绍兴;绍兴市,中国;浙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
绥化,绥化;绥化市,中国;黑龙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
绵阳,绵阳;绵阳市,中国;四川,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
聊城,聊城;聊城市,中国;山东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
肇庆,肇庆;肇庆市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
自贡,自贡;自贡市,中国;四川,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
舟山,舟山;舟山市,中国;浙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
芜湖,芜湖;芜湖市,中国;安徽,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
苏州,苏州;苏州市,中国;江苏,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
茂名,茂名;茂名市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
荆州,荆州;荆州市,中国;湖北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
荆门,荆门;荆门市,中国;湖北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
莆田,莆田;莆田市,中国;福建,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
莱芜,(DC)莱芜,中国,6,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;房地产开发投资额,地级市房价,no,不是所有工作簿都覆盖
菏泽,菏泽;菏泽市,中国;山东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
萍乡,萍乡;萍乡市,中国;江西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
营口,营口;营口市,中国;辽宁,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
葫芦岛,葫芦岛;葫芦岛市,中国;辽宁,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
蚌埠,蚌埠;蚌埠市,中国;安徽,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
衡水,衡水;衡水市,中国;河北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
衡阳,衡阳;衡阳市,中国;湖南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
衢州,衢州;衢州市,中国;浙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
襄阳,襄阳;襄阳市,中国;湖北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
西宁,西宁;西宁市,中国;青海,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
西安,西安;西安市,中国;陕西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
许昌,许昌;许昌市,中国;河南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
贵港,贵港;贵港市,中国;广西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
贵阳,贵阳;贵阳市,中国;贵州,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
贺州,贺州;贺州市,中国;广西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
资阳,资阳;资阳市,中国;四川,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
赣州,赣州;赣州市,中国;江西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
赤峰,赤峰;赤峰市,中国;内蒙古,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
辽源,辽源;辽源市,中国;吉林,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
辽阳,辽阳;辽阳市,中国;辽宁,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
达州,达州;达州市,中国;四川,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
运城,运城;运城市,中国;山西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
连云港,连云港;连云港市,中国;江苏,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
通化,通化;通化市,中国;吉林,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
通辽,通辽;通辽市,中国;内蒙古,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
遂宁,遂宁;遂宁市,中国;四川,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
遵义,遵义;遵义市,中国;贵州,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
邢台,邢台;邢台市,中国;河北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
那曲,那曲,中国;西藏,5,住宅开发投资额;住宅销售面积;商品房销售面积;地级市房价;房地产开发投资额,住宅销售额;商品房销售额,no,不是所有工作簿都覆盖
邯郸,邯郸;邯郸市,中国;河北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
邵阳,邵阳;邵阳市,中国;湖南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
郑州,郑州;郑州市,中国;河南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
郴州,郴州;郴州市,中国;湖南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
鄂尔多斯,鄂尔多斯;鄂尔多斯市,中国;内蒙古,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
鄂州,鄂州;鄂州市,中国;湖北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
酒泉,酒泉;酒泉市,中国;甘肃,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
重庆,重庆,中国;重庆,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,
金华,金华;金华市,中国;浙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
金昌,金昌;金昌市,中国;甘肃,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
钦州,钦州;钦州市,中国;广西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
铁岭,铁岭;铁岭市,中国;辽宁,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
铜仁,铜仁;铜仁市,中国;贵州,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
铜川,铜川;铜川市,中国;陕西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
铜陵,铜陵;铜陵市,中国;安徽,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
银川,银川;银川市,中国;宁夏,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
锦州,锦州;锦州市,中国;辽宁,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
镇江,镇江;镇江市,中国;江苏,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
长春,长春;长春市,中国;吉林,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
长沙,长沙;长沙市,中国;湖南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
长治,长治;长治市,中国;山西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
阜新,阜新;阜新市,中国;辽宁,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
阜阳,阜阳;阜阳市,中国;安徽,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
防城港,防城港;防城港市,中国;广西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
阳江,阳江;阳江市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
阳泉,阳泉;阳泉市,中国;山西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
陇南,陇南;陇南市,中国;甘肃,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
随州,随州;随州市,中国;湖北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
雅安,雅安;雅安市,中国;四川,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
青岛,青岛;青岛市,中国;山东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
鞍山,鞍山;鞍山市,中国;辽宁,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
韶关,韶关;韶关市,中国;广东,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
马鞍山,马鞍山;马鞍山市,中国;安徽,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
驻马店,驻马店;驻马店市,中国;河南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
鸡西,鸡西;鸡西市,中国;黑龙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
鹤壁,鹤壁;鹤壁市,中国;河南,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
鹤岗,鹤岗;鹤岗市,中国;黑龙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
鹰潭,鹰潭;鹰潭市,中国;江西,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
黄冈,黄冈;黄冈市,中国;湖北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
黄山,黄山;黄山市,中国;安徽,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
黄石,黄石;黄石市,中国;湖北,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
黑河,黑河;黑河市,中国;黑龙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
齐齐哈尔,齐齐哈尔;齐齐哈尔市,中国;黑龙江,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
龙岩,龙岩;龙岩市,中国;福建,7,住宅开发投资额;住宅销售面积;住宅销售额;商品房销售面积;商品房销售额;地级市房价;房地产开发投资额,,no,原始城市名存在多个写法
